user_id,age,house_type,resident,job,house_type2,식표품(1),생필품(2),의류(3),잡화(4),기타(5),현금(1),직불카드(2),신용카드(3),상품권(4),총구매금액
1365,48,4,경기,5,1,96229,0,0,0,0,1,0,0,0,96229
1366,48,4,광주,5,1,0,86953,0,0,0,1,0,0,0,86953
1367,48,4,부산,5,1,0,0,86953,0,0,1,0,0,0,86953
1368,48,4,대전,2,1,0,0,0,77859,0,0,0,1,0,77859
1369,48,4,경기,5,1,0,0,0,0,78758,1,0,0,0,78758
1370,48,4,부산,1,1,0,78758,0,0,0,1,0,0,0,78758
1371,47,2,경기,5,0,0,0,10937,0,0,0,0,1,0,10937
1372,47,4,부산,6,1,0,10937,0,0,0,0,0,1,0,10937
1373,47,2,서울,2,0,0,0,96691,0,0,0,0,1,0,96691
1374,47,4,경북,6,1,0,0,0,96691,0,0,0,1,0,96691
1375,47,4,서울,2,1,0,0,0,0,16309,1,0,0,0,16309
1376,47,2,경기,3,0,2971,77371,0,0,0,2,0,0,0,80342
1377,47,4,충북,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,47,4,경기,2,1,0,0,12289,2781,87731,0,0,3,0,102801
1379,47,4,경기,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,47,4,광주,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,47,4,광주,4,1,0,3896,0,0,0,1,0,0,0,3896
1382,47,4,경남,1,1,0,0,6933,14131,0,0,0,2,0,21064
1383,47,4,경기,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,47,2,서울,1,0,96071,96071,0,89455,89455,4,0,0,0,371052
1385,47,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,47,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,47,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,47,4,서울,6,1,99530,0,99530,99530,0,3,0,0,0,298590
1389,47,4,부산,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,47,4,경기,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,47,4,인천,2,1,0,0,0,0,70099,0,0,1,0,70099
1392,47,4,서울,5,1,0,0,0,82179,0,0,0,1,0,82179
1393,47,4,경남,6,1,0,0,0,0,73369,1,0,0,0,73369
1394,47,4,서울,4,1,87900,0,0,0,0,0,0,1,0,87900
1395,47,4,강원,2,1,0,14392,69235,86474,0,3,0,0,0,170101
1396,47,4,충남,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,47,4,서울,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,47,2,경기,2,0,68672,0,101700,150000,0,0,0,3,0,320372
1399,47,4,전남,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,46,4,인천,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
